Time,SN
1.823099695292307615e+03,0.000000000000000000e+00
1.823102473046153818e+03,3.379912551152926881e+00
1.823105250800000022e+03,0.000000000000000000e+00
1.823108028553845998e+03,0.000000000000000000e+00
1.823110806307692201e+03,4.415820624420295992e+00
1.823113584061538404e+03,0.000000000000000000e+00
1.823116361815384607e+03,0.000000000000000000e+00
1.823119139569230811e+03,1.070373780166179178e-01
1.823121917323076786e+03,0.000000000000000000e+00
1.823124695076922990e+03,1.744186657022505499e-02
1.823127472830769193e+03,1.282180395499813663e+01
1.823130250584615396e+03,0.000000000000000000e+00
1.823133028338461372e+03,0.000000000000000000e+00
1.823135806092307575e+03,2.101024103441193169e+00
1.823138583846153779e+03,0.000000000000000000e+00
1.823141361599999982e+03,7.545500014167809688e+00
1.823144139353846185e+03,0.000000000000000000e+00
1.823146917107692161e+03,5.465635060105586085e+00
1.823149694861538364e+03,7.762870171704606470e+00
1.823152472615384568e+03,4.269802912802456163e+00
1.823155250369230771e+03,0.000000000000000000e+00
1.823158028123076974e+03,1.271748770752336632e+01
1.823160805876922950e+03,4.763983987044946744e+00
1.823163583630769153e+03,6.768161195832673727e+00
1.823166361384615357e+03,2.310390044689836664e+00
1.823169139138461560e+03,0.000000000000000000e+00
1.823171916892307763e+03,0.000000000000000000e+00
1.823174694646153739e+03,0.000000000000000000e+00
1.823177472399999942e+03,3.995196053200570585e+00
1.823180250153846146e+03,0.000000000000000000e+00
1.823183027907692349e+03,0.000000000000000000e+00
1.823185805661538325e+03,4.598160762866542184e-01
1.823188583415384528e+03,9.945820553650326357e-01
1.823191361169230731e+03,0.000000000000000000e+00
1.823194138923076935e+03,0.000000000000000000e+00
1.823196916676923138e+03,0.000000000000000000e+00
1.823199694430769114e+03,1.197666083679186677e+01
1.823202472184615317e+03,0.000000000000000000e+00
1.823205249938461520e+03,0.000000000000000000e+00
1.823208027692307724e+03,9.963525116916894797e-01
1.823210805446153699e+03,2.184649787418552425e+00
1.823213583199999903e+03,0.000000000000000000e+00
1.823216360953846106e+03,1.303865595721237725e+01
1.823219138707692309e+03,9.595741675013893524e-01
1.823221916461538513e+03,2.842283896789594699e+00
1.823224694215384488e+03,0.000000000000000000e+00
1.823227471969230692e+03,8.719855456499143287e+00
1.823230249723076895e+03,8.196949639348657612e+00
1.823233027476923098e+03,4.722478895694935730e+00
1.823235805230769074e+03,5.699708006456201126e+00
1.823238582984615277e+03,1.809611566854113507e+00
1.823241360738461481e+03,0.000000000000000000e+00
1.823244138492307684e+03,1.479697524024003386e+01
1.823246916246153887e+03,0.000000000000000000e+00
1.823249693999999863e+03,2.647814767646188727e+00
1.823252471753846066e+03,0.000000000000000000e+00
1.823255249507692270e+03,0.000000000000000000e+00
1.823258027261538473e+03,3.703277060024551037e+00
1.823260805015384449e+03,2.298898961590896128e+00
1.823263582769230652e+03,0.000000000000000000e+00
1.823266360523076855e+03,4.200294262794717071e+00
1.823269138276923059e+03,0.000000000000000000e+00
1.823271916030769262e+03,3.876660052333115836e+00
1.823274693784615238e+03,2.562020360867007351e+00
1.823277471538461441e+03,5.125867928332206169e+00
1.823280249292307644e+03,0.000000000000000000e+00
1.823283027046153848e+03,3.048654427883270568e+00
1.823285804800000051e+03,3.215565339270372025e+00
1.823288582553846027e+03,9.779099353326969890e+00
1.823291360307692230e+03,0.000000000000000000e+00
1.823294138061538433e+03,0.000000000000000000e+00
1.823296915815384637e+03,2.515580414775748785e+00
1.823299693569230840e+03,9.120416851832369165e-01
1.823302471323076816e+03,0.000000000000000000e+00
1.823305249076923019e+03,1.481160369204964189e+00
1.823308026830769222e+03,2.914245585981089182e+00
1.823310804584615425e+03,0.000000000000000000e+00
1.823313582338461401e+03,2.621209311671623965e-01
1.823316360092307605e+03,0.000000000000000000e+00
1.823319137846153808e+03,0.000000000000000000e+00
1.823321915600000011e+03,1.059687140937115934e+01
1.823324693353846214e+03,0.000000000000000000e+00
1.823327471107692190e+03,6.291628167674521599e+00
1.823330248861538394e+03,0.000000000000000000e+00
1.823333026615384597e+03,2.412517109582974939e+00
1.823335804369230800e+03,5.486872124990535005e-01
1.823338582123076776e+03,8.672409459097071505e+00
1.823341359876922979e+03,2.908612625609761526e+00
1.823344137630769183e+03,0.000000000000000000e+00
1.823346915384615386e+03,3.353812075908146895e+00
1.823349693138461589e+03,0.000000000000000000e+00
1.823352470892307565e+03,0.000000000000000000e+00
1.823355248646153768e+03,4.396810654367245164e+00
1.823358026399999972e+03,3.368576797042418303e+00
1.823360804153846175e+03,0.000000000000000000e+00
1.823363581907692151e+03,0.000000000000000000e+00
1.823366359661538354e+03,0.000000000000000000e+00
1.823369137415384557e+03,1.167802946861906044e+01
1.823371915169230761e+03,0.000000000000000000e+00
1.823374692923076964e+03,1.104616305836828623e-03
1.823377470676922940e+03,8.672680212579409798e+00
1.823380248430769143e+03,0.000000000000000000e+00
1.823383026184615346e+03,4.400948347010680273e+00
1.823385803938461549e+03,0.000000000000000000e+00
1.823388581692307525e+03,1.180601968123872147e+01
1.823391359446153729e+03,2.867636263378785966e+00
1.823394137199999932e+03,0.000000000000000000e+00
1.823396914953846135e+03,0.000000000000000000e+00
1.823399692707692338e+03,4.686260935281153728e+00
1.823402470461538314e+03,5.941048985538866845e+00
1.823405248215384518e+03,0.000000000000000000e+00
1.823408025969230721e+03,0.000000000000000000e+00
1.823410803723076924e+03,0.000000000000000000e+00
1.823413581476923127e+03,1.067732663166479190e+00
1.823416359230769103e+03,0.000000000000000000e+00
1.823419136984615307e+03,0.000000000000000000e+00
1.823421914738461510e+03,0.000000000000000000e+00
1.823424692492307713e+03,1.936858030580570267e+00
1.823427470246153916e+03,1.376003614429933464e+00
1.823430247999999892e+03,5.088939680239295882e+00
1.823433025753846096e+03,3.341185195129324992e+00
1.823435803507692299e+03,5.361236821946317122e+00
1.823438581261538502e+03,0.000000000000000000e+00
1.823441359015384478e+03,0.000000000000000000e+00
1.823444136769230681e+03,0.000000000000000000e+00
1.823446914523076885e+03,6.832077607850331469e-03
1.823449692276923088e+03,4.653713696201356997e-01
1.823452470030769291e+03,1.113579258148077855e+01
1.823455247784615267e+03,0.000000000000000000e+00
1.823458025538461470e+03,2.170175514307562392e-02
1.823460803292307673e+03,0.000000000000000000e+00
1.823463581046153877e+03,0.000000000000000000e+00
1.823466358799999853e+03,7.701436347319867259e+00
1.823469136553846056e+03,1.721251014117714417e+00
1.823471914307692259e+03,0.000000000000000000e+00
1.823474692061538462e+03,7.166984383715707452e+00
1.823477469815384666e+03,0.000000000000000000e+00
1.823480247569230642e+03,0.000000000000000000e+00
1.823483025323076845e+03,7.530313094763914528e+00
1.823485803076923048e+03,2.914818140694507953e+00
1.823488580830769251e+03,4.456941038989501891e+00
1.823491358584615227e+03,9.181790023853857008e+00
1.823494136338461431e+03,3.573622184623581166e+00
1.823496914092307634e+03,7.441202771237549030e+00
1.823499691846153837e+03,0.000000000000000000e+00
1.823502469600000040e+03,1.592151179842564046e+00
1.823505247353846016e+03,0.000000000000000000e+00
1.823508025107692220e+03,1.717820295824576515e+00
1.823510802861538423e+03,1.101731770789560416e+00
1.823513580615384626e+03,0.000000000000000000e+00
1.823516358369230602e+03,0.000000000000000000e+00
1.823519136123076805e+03,5.556659474940516263e-01
1.823521913876923009e+03,5.488853953064559477e+00
1.823524691630769212e+03,0.000000000000000000e+00
1.823527469384615415e+03,4.800460132947966585e+00
1.823530247138461391e+03,0.000000000000000000e+00
1.823533024892307594e+03,0.000000000000000000e+00
1.823535802646153797e+03,6.288978887875890322e+00
1.823538580400000001e+03,2.886483413466677472e+00
1.823541358153846204e+03,8.032494025561356388e-01
1.823544135907692180e+03,0.000000000000000000e+00
1.823546913661538383e+03,0.000000000000000000e+00
1.823549691415384586e+03,0.000000000000000000e+00
1.823552469169230790e+03,0.000000000000000000e+00
1.823555246923076993e+03,5.431238308508308243e+00
1.823558024676922969e+03,1.341571761013263142e+01
1.823560802430769172e+03,0.000000000000000000e+00
1.823563580184615375e+03,4.963498193164961769e+00
1.823566357938461579e+03,0.000000000000000000e+00
1.823569135692307555e+03,0.000000000000000000e+00
1.823571913446153758e+03,5.997425618876337516e+00
1.823574691199999961e+03,1.101670331294296012e+01
1.823577468953846164e+03,4.017853855520755246e+00
1.823580246707692368e+03,1.736463221992613493e+00
1.823583024461538344e+03,0.000000000000000000e+00
1.823585802215384547e+03,0.000000000000000000e+00
1.823588579969230750e+03,0.000000000000000000e+00
1.823591357723076953e+03,9.090713314805137557e+00
1.823594135476922929e+03,0.000000000000000000e+00
1.823596913230769132e+03,5.750382295851026448e+00
1.823599690984615336e+03,0.000000000000000000e+00
1.823602468738461539e+03,2.491626798504121165e+00
1.823605246492307742e+03,0.000000000000000000e+00
1.823608024246153718e+03,2.190971067172108988e+00
1.823610801999999921e+03,5.646481681235351324e+00
1.823613579753846125e+03,0.000000000000000000e+00
1.823616357507692328e+03,1.592587498090333842e+00
1.823619135261538304e+03,0.000000000000000000e+00
1.823621913015384507e+03,1.701541173704005594e+00
1.823624690769230710e+03,0.000000000000000000e+00
1.823627468523076914e+03,0.000000000000000000e+00
1.823630246276923117e+03,0.000000000000000000e+00
1.823633024030769093e+03,0.000000000000000000e+00
1.823635801784615296e+03,5.393861806076303722e+00
1.823638579538461499e+03,5.631015035987611661e+00
1.823641357292307703e+03,0.000000000000000000e+00
1.823644135046153679e+03,0.000000000000000000e+00
1.823646912799999882e+03,3.938206680076227428e+00
1.823649690553846085e+03,2.585651395331119762e+00
1.823652468307692288e+03,0.000000000000000000e+00
1.823655246061538492e+03,2.258028666138387486e+00
1.823658023815384468e+03,4.923183530881651393e+00
1.823660801569230671e+03,0.000000000000000000e+00
1.823663579323076874e+03,3.767519125729052565e+00
1.823666357076923077e+03,0.000000000000000000e+00
1.823669134830769281e+03,1.867764797767641927e+00
1.823671912584615256e+03,9.340909203655278770e-01
1.823674690338461460e+03,2.972953663221930665e+00
1.823677468092307663e+03,2.449209316888939503e-02
1.823680245846153866e+03,7.955980955974975899e+00
1.823683023600000070e+03,2.060517041764572177e+00
1.823685801353846045e+03,4.130977625954776578e+00
1.823688579107692249e+03,0.000000000000000000e+00
1.823691356861538452e+03,1.624030611152857961e+00
1.823694134615384655e+03,4.082206817356495598e+00
1.823696912369230631e+03,0.000000000000000000e+00
1.823699690123076834e+03,0.000000000000000000e+00
1.823702467876923038e+03,0.000000000000000000e+00
1.823705245630769241e+03,3.018152068355119955e+00
1.823708023384615444e+03,2.055063976905998832e-02
1.823710801138461420e+03,0.000000000000000000e+00
1.823713578892307623e+03,0.000000000000000000e+00
1.823716356646153827e+03,1.331733083649004001e+00
1.823719134400000030e+03,1.642083609666841193e+00
1.823721912153846006e+03,9.882817715821257121e-01
1.823724689907692209e+03,6.568658122677822675e+00
1.823727467661538412e+03,6.146909913386969571e+00
1.823730245415384616e+03,5.038058432253762930e+00
1.823733023169230819e+03,3.340289984440756754e+00
1.823735800923076795e+03,0.000000000000000000e+00
1.823738578676922998e+03,8.999897588681393668e-02
1.823741356430769201e+03,3.364591177764832963e+00
1.823744134184615405e+03,0.000000000000000000e+00
1.823746911938461380e+03,6.517717951173793267e+00
1.823749689692307584e+03,3.542038136107747537e+00
1.823752467446153787e+03,0.000000000000000000e+00
1.823755245199999990e+03,1.067427917791247793e+01
1.823758022953846194e+03,5.136179148777505477e-01
1.823760800707692169e+03,4.108160875266110068e+00
1.823763578461538373e+03,0.000000000000000000e+00
1.823766356215384576e+03,4.215373741719814049e+00
1.823769133969230779e+03,0.000000000000000000e+00
1.823771911723076755e+03,0.000000000000000000e+00
1.823774689476922958e+03,3.703262564160606285e+00
1.823777467230769162e+03,4.352176918472165035e+00
1.823780244984615365e+03,0.000000000000000000e+00
1.823783022738461568e+03,4.891457290597309715e+00
1.823785800492307544e+03,1.029628007535680112e+01
1.823788578246153747e+03,2.833898155778694417e+00
1.823791355999999951e+03,0.000000000000000000e+00
1.823794133753846154e+03,0.000000000000000000e+00
1.823796911507692357e+03,1.816688336337368259e+00
1.823799689261538333e+03,0.000000000000000000e+00
1.823802467015384536e+03,3.931173721024367573e+00
1.823805244769230740e+03,8.478623336148068290e+00
1.823808022523076943e+03,5.816248101734016629e+00
1.823810800276923146e+03,0.000000000000000000e+00
1.823813578030769122e+03,0.000000000000000000e+00
1.823816355784615325e+03,0.000000000000000000e+00
1.823819133538461529e+03,0.000000000000000000e+00
1.823821911292307732e+03,7.113966986817490401e-01
1.823824689046153708e+03,0.000000000000000000e+00
1.823827466799999911e+03,4.124841925038857937e-01
1.823830244553846114e+03,0.000000000000000000e+00
1.823833022307692318e+03,0.000000000000000000e+00
1.823835800061538521e+03,0.000000000000000000e+00
1.823838577815384497e+03,0.000000000000000000e+00
1.823841355569230700e+03,0.000000000000000000e+00
1.823844133323076903e+03,0.000000000000000000e+00
1.823846911076923107e+03,0.000000000000000000e+00
1.823849688830769082e+03,4.390148233922936072e+00
1.823852466584615286e+03,0.000000000000000000e+00
1.823855244338461489e+03,0.000000000000000000e+00
1.823858022092307692e+03,0.000000000000000000e+00
1.823860799846153895e+03,4.694741689643434412e+00
1.823863577599999871e+03,3.068763248541106492e-01
1.823866355353846075e+03,2.307281818373865701e+00
1.823869133107692278e+03,0.000000000000000000e+00
1.823871910861538481e+03,0.000000000000000000e+00
1.823874688615384457e+03,1.723423462625099378e-01
1.823877466369230660e+03,0.000000000000000000e+00
1.823880244123076864e+03,7.285470679777519276e-01
1.823883021876923067e+03,3.353522867092686877e+00
1.823885799630769270e+03,7.354095002715206775e+00
1.823888577384615246e+03,5.515483079967776092e+00
1.823891355138461449e+03,3.869826598087443337e+00
1.823894132892307653e+03,1.058446156724512299e+01
1.823896910646153856e+03,1.335029600194044619e+01
1.823899688400000059e+03,1.370083781711496584e+01
1.823902466153846035e+03,9.855810819898255914e+00
1.823905243907692238e+03,1.018308408352569217e+01
1.823908021661538442e+03,2.374229960949490703e+01
1.823910799415384645e+03,9.056305972589520081e+00
1.823913577169230621e+03,9.722534215353967113e+00
1.823916354923076824e+03,3.045777234588150861e+01
1.823919132676923027e+03,6.263272286092909980e+00
1.823921910430769231e+03,2.350298701004185986e+01
1.823924688184615434e+03,2.059448938445595445e+01
1.823927465938461410e+03,1.842147932186873405e+01
1.823930243692307613e+03,1.763736448194875450e+01
1.823933021446153816e+03,2.415683358756097832e+01
1.823935799200000019e+03,2.765212891000842532e+01
1.823938576953846223e+03,2.678955585379821613e+01
1.823941354707692199e+03,3.073420122246105990e+01
1.823944132461538402e+03,2.848228700194961860e+01
1.823946910215384605e+03,4.117455755108871074e+01
1.823949687969230808e+03,3.749397200118934848e+01
1.823952465723076784e+03,4.005921071220902974e+01
1.823955243476922988e+03,3.171396410584996417e+01
1.823958021230769191e+03,3.400622762399714816e+01
1.823960798984615394e+03,3.766893170673635183e+01
1.823963576738461597e+03,3.386836081751776817e+01
1.823966354492307573e+03,4.279805741215146497e+01
1.823969132246153777e+03,3.450733711785849067e+01
1.823971909999999980e+03,4.198874262200136087e+01
1.823974687753846183e+03,4.320817560836211157e+01
1.823977465507692159e+03,3.726883481934612519e+01
1.823980243261538362e+03,3.763665305658821580e+01
1.823983021015384566e+03,3.817046476584992831e+01
1.823985798769230769e+03,4.451386895211105355e+01
1.823988576523076972e+03,4.260016664103502393e+01
1.823991354276922948e+03,4.036366754388868117e+01
1.823994132030769151e+03,4.236406206257746021e+01
1.823996909784615355e+03,4.090829035987664497e+01
1.823999687538461558e+03,4.556219000673621622e+01
1.824002465292307534e+03,4.448763021688757391e+01
1.824005243046153737e+03,4.730716389102059338e+01
1.824008020799999940e+03,4.676957524707702163e+01
1.824010798553846143e+03,4.118490277690588641e+01
1.824013576307692347e+03,4.251418981682311937e+01
1.824016354061538323e+03,3.570626240130752649e+01
1.824019131815384526e+03,3.852608443191384424e+01
1.824021909569230729e+03,4.295834520527237288e+01
1.824024687323076932e+03,3.747497702898396454e+01
1.824027465076923136e+03,4.086691340146752793e+01
1.824030242830769112e+03,3.698480784651761866e+01
1.824033020584615315e+03,2.730800737491244590e+01
1.824035798338461518e+03,3.961808734754938399e+01
1.824038576092307721e+03,3.427637308359424395e+01
1.824041353846153697e+03,3.608684799947404542e+01
1.824044131599999901e+03,2.596247404987411045e+01
1.824046909353846104e+03,3.906479885148262809e+01
1.824049687107692307e+03,3.528343332363841256e+01
1.824052464861538510e+03,3.745137991073538331e+01
1.824055242615384486e+03,3.722050219337052113e+01
1.824058020369230690e+03,3.957488495231855552e+01
1.824060798123076893e+03,2.764863368535044685e+01
1.824063575876923096e+03,2.965803259137555514e+01
1.824066353630769299e+03,3.865469560272681804e+01
1.824069131384615275e+03,4.058510642952866476e+01
1.824071909138461479e+03,2.667943091777998887e+01
1.824074686892307682e+03,2.066469553737188392e+01
1.824077464646153885e+03,2.647707074257774806e+01
1.824080242399999861e+03,2.582860005394706704e+01
1.824083020153846064e+03,2.102139580456363177e+01
1.824085797907692267e+03,2.806689772978276665e+01
1.824088575661538471e+03,3.285007958792375149e+01
1.824091353415384674e+03,3.113414612994644415e+01
1.824094131169230650e+03,2.941735842232100850e+01
1.824096908923076853e+03,3.475526464233543322e+01
1.824099686676923056e+03,1.921720788246850731e+01
1.824102464430769260e+03,2.067096931816707794e+01
1.824105242184615236e+03,1.293361550860606357e+01
1.824108019938461439e+03,2.842188959700530404e+01
1.824110797692307642e+03,2.643269754374435365e+01
1.824113575446153845e+03,2.993264909443362143e+01
1.824116353200000049e+03,2.213584002493952951e+01
1.824119130953846025e+03,1.960228024558229620e+01
1.824121908707692228e+03,1.495126476888423994e+01
1.824124686461538431e+03,1.776394148938066309e+01
1.824127464215384634e+03,1.619118117036186533e+01
1.824130241969230610e+03,1.883506289701914937e+01
1.824133019723076814e+03,1.510142827491669593e+01
1.824135797476923017e+03,7.797432332974767455e+00
1.824138575230769220e+03,3.136040494834615444e+00
1.824141352984615423e+03,1.085238895446831897e+01
1.824144130738461399e+03,4.705619888094426884e+00
1.824146908492307603e+03,1.357609462888762764e+01
1.824149686246153806e+03,0.000000000000000000e+00
1.824152464000000009e+03,1.346802267224793681e+01
1.824155241753846212e+03,1.619647153055388600e+01
1.824158019507692188e+03,6.359870333427379840e+00
1.824160797261538391e+03,7.868689242984753029e+00
1.824163575015384595e+03,1.213955031314722177e+01
1.824166352769230798e+03,6.242756755363409127e+00
1.824169130523076774e+03,0.000000000000000000e+00
1.824171908276922977e+03,0.000000000000000000e+00
1.824174686030769180e+03,8.244953500103438415e+00
1.824177463784615384e+03,7.399327829793167055e+00
1.824180241538461587e+03,3.884549441656445445e+00
1.824183019292307563e+03,0.000000000000000000e+00
1.824185797046153766e+03,0.000000000000000000e+00
1.824188574799999969e+03,1.628364335725895451e+00
1.824191352553846173e+03,0.000000000000000000e+00
1.824194130307692376e+03,0.000000000000000000e+00
1.824196908061538352e+03,0.000000000000000000e+00
1.824199685815384555e+03,1.219540051618425824e+00
1.824202463569230758e+03,0.000000000000000000e+00
1.824205241323076962e+03,2.809515300473693244e+00
1.824208019076922938e+03,4.131653793506326888e-01
1.824210796830769141e+03,0.000000000000000000e+00
1.824213574584615344e+03,1.465332883869132630e-01
1.824216352338461547e+03,0.000000000000000000e+00
1.824219130092307751e+03,9.515088502739452281e+00
1.824221907846153726e+03,7.234356070739648814e+00
1.824224685599999930e+03,8.985915746122550729e+00
1.824227463353846133e+03,6.641117381068115222e+00
1.824230241107692336e+03,1.357705006490319732e+01
1.824233018861538312e+03,9.218403005386218041e+00
1.824235796615384515e+03,1.443227573726807833e+01
1.824238574369230719e+03,1.788044632857965155e+01
1.824241352123076922e+03,9.839480773864778484e+00
1.824244129876923125e+03,7.070636655337148468e+00
1.824246907630769101e+03,1.053100257248411076e+01
1.824249685384615304e+03,1.744018435390913169e+01
1.824252463138461508e+03,2.296935469298381705e+01
1.824255240892307711e+03,2.016171603445476990e+01
1.824258018646153687e+03,2.407071247484826415e+01
1.824260796399999890e+03,2.988510405218654498e+01
1.824263574153846093e+03,1.384149517150233066e+01
1.824266351907692297e+03,2.721440772754420223e+01
1.824269129661538500e+03,3.245946894253938808e+01
1.824271907415384476e+03,1.801868785656370875e+01
1.824274685169230679e+03,2.148042474964680437e+01
1.824277462923076882e+03,3.749121800923871461e+01
1.824280240676923086e+03,2.785277923423760882e+01
1.824283018430769289e+03,3.531799691798814678e+01
1.824285796184615265e+03,3.370243706047491372e+01
1.824288573938461468e+03,2.568104103503405611e+01
1.824291351692307671e+03,3.237560292714629639e+01
1.824294129446153875e+03,3.121686589807048406e+01
1.824296907199999850e+03,2.954686688354213331e+01
1.824299684953846054e+03,2.798380225746099370e+01
1.824302462707692257e+03,3.124868385503917878e+01
1.824305240461538460e+03,3.071573542519178801e+01
1.824308018215384664e+03,2.453788151568185327e+01
1.824310795969230639e+03,3.048004195894217006e+01
1.824313573723076843e+03,3.666063652540023554e+01
1.824316351476923046e+03,3.010846060079456876e+01
1.824319129230769249e+03,2.408221559354771912e+01
1.824321906984615453e+03,2.429557295126440764e+01
1.824324684738461428e+03,1.881583987319336870e+01
1.824327462492307632e+03,3.287444732545243653e+01
1.824330240246153835e+03,2.849603591397409375e+01
1.824333018000000038e+03,2.553575383123636655e+01
1.824335795753846014e+03,2.351206150058565925e+01
1.824338573507692217e+03,7.201778162759492119e+00
1.824341351261538421e+03,1.453500608736021427e+01
1.824344129015384624e+03,2.205950803702050678e+01
1.824346906769230827e+03,1.145642315277777890e+01
1.824349684523076803e+03,1.376822760575535298e+01
1.824352462276923006e+03,1.187565446612339670e+01
1.824355240030769210e+03,1.374247581162785536e+01
1.824358017784615413e+03,8.712756095889419683e+00
1.824360795538461389e+03,7.985433844178324136e+00
1.824363573292307592e+03,1.417035675306771658e+00
1.824366351046153795e+03,1.530415536146796995e+01
1.824369128799999999e+03,1.212234882748204612e+01
1.824371906553846202e+03,4.755230634459405969e+00
1.824374684307692178e+03,4.072250911193493472e+00
1.824377462061538381e+03,8.082768273513362800e+00
1.824380239815384584e+03,4.761783008643442727e+00
1.824383017569230788e+03,4.121624998167061626e+00
1.824385795323076763e+03,1.028523483366396718e+01
1.824388573076922967e+03,2.498466385727901251e+00
1.824391350830769170e+03,5.692348310519572685e+00
1.824394128584615373e+03,0.000000000000000000e+00
1.824396906338461577e+03,0.000000000000000000e+00
1.824399684092307552e+03,0.000000000000000000e+00
1.824402461846153756e+03,3.241812409590711930e-01
1.824405239599999959e+03,2.347448389574180005e+00
1.824408017353846162e+03,0.000000000000000000e+00
1.824410795107692365e+03,9.150408145752455535e-01
1.824413572861538341e+03,0.000000000000000000e+00
1.824416350615384545e+03,0.000000000000000000e+00
1.824419128369230748e+03,0.000000000000000000e+00
1.824421906123076951e+03,0.000000000000000000e+00
1.824424683876922927e+03,3.929918254815157219e+00
1.824427461630769130e+03,0.000000000000000000e+00
1.824430239384615334e+03,9.385691623525038718e-01
1.824433017138461537e+03,4.544410417394223245e+00
1.824435794892307740e+03,1.395755635512834480e+01
1.824438572646153716e+03,1.377983950960350867e+00
1.824441350399999919e+03,2.631204361888716647e+00
1.824444128153846123e+03,0.000000000000000000e+00
1.824446905907692326e+03,0.000000000000000000e+00
1.824449683661538529e+03,0.000000000000000000e+00
1.824452461415384505e+03,0.000000000000000000e+00
1.824455239169230708e+03,1.533214713619818481e-01
1.824458016923076912e+03,1.004090279037229971e-01
1.824460794676923115e+03,0.000000000000000000e+00
1.824463572430769091e+03,5.911423405618657645e-01
1.824466350184615294e+03,0.000000000000000000e+00
1.824469127938461497e+03,0.000000000000000000e+00
1.824471905692307701e+03,1.424861091639828992e+00
1.824474683446153904e+03,7.731685271968898654e+00
1.824477461199999880e+03,0.000000000000000000e+00
1.824480238953846083e+03,0.000000000000000000e+00
1.824483016707692286e+03,6.630969757907595685e+00
1.824485794461538489e+03,2.863135294732519043e+00
1.824488572215384465e+03,0.000000000000000000e+00
1.824491349969230669e+03,0.000000000000000000e+00
1.824494127723076872e+03,0.000000000000000000e+00
1.824496905476923075e+03,0.000000000000000000e+00
1.824499683230769278e+03,0.000000000000000000e+00
1.824502460984615254e+03,0.000000000000000000e+00
1.824505238738461458e+03,0.000000000000000000e+00
1.824508016492307661e+03,1.883206337346052139e+00
1.824510794246153864e+03,0.000000000000000000e+00
1.824513571999999840e+03,0.000000000000000000e+00
1.824516349753846043e+03,4.721306771603011931e+00
1.824519127507692247e+03,0.000000000000000000e+00
1.824521905261538450e+03,0.000000000000000000e+00
1.824524683015384653e+03,0.000000000000000000e+00
1.824527460769230629e+03,3.390899174598847932e+00
1.824530238523076832e+03,1.437981654307489698e+00
1.824533016276923036e+03,6.425304439631032150e-01
1.824535794030769239e+03,0.000000000000000000e+00
1.824538571784615442e+03,7.540151301696187858e+00
1.824541349538461418e+03,0.000000000000000000e+00
1.824544127292307621e+03,0.000000000000000000e+00
1.824546905046153825e+03,3.091794071142992095e+00
1.824549682800000028e+03,2.535588582722765771e+00
1.824552460553846004e+03,4.229912753489511346e+00
1.824555238307692207e+03,5.784565803150365504e-02
1.824558016061538410e+03,0.000000000000000000e+00
1.824560793815384613e+03,1.908401666677829178e+00
1.824563571569230817e+03,0.000000000000000000e+00
1.824566349323076793e+03,0.000000000000000000e+00
1.824569127076922996e+03,0.000000000000000000e+00
1.824571904830769199e+03,0.000000000000000000e+00
1.824574682584615402e+03,0.000000000000000000e+00
1.824577460338461606e+03,0.000000000000000000e+00
1.824580238092307582e+03,9.183850021144372988e-01
1.824583015846153785e+03,0.000000000000000000e+00
1.824585793599999988e+03,0.000000000000000000e+00
1.824588571353846191e+03,2.052309204233473405e-01
1.824591349107692167e+03,0.000000000000000000e+00
1.824594126861538371e+03,0.000000000000000000e+00
1.824596904615384574e+03,0.000000000000000000e+00
1.824599682369230777e+03,0.000000000000000000e+00
